sim,specified_pH,input_Zn_mol_L,time_days,pH,TOT-H+,TOT-Zn++,TOT-Na+,TOT-NO3-,TOT-Fe+++,TOT-O2(aq),SURF-H+,SURF-Zn++,SURF-Na+,SURF-NO3-,SURF-Fe+++,SURF-O2(aq),H+,Zn++,Na+,NO3-,Fe+++,O2(aq),Fe++,OH-,Zn(OH)2(aq),Zn(OH)3-,Zn(OH)4--,ZnOH+,>FeOH_str,>FeOH_weak,>FeO-_str,>FeOH2+_str,>FeOHZn+_str,>FeO-_w,>FeOH2+_w,>FeOHZn+_w
ph6p00_zn1p58489319e-06,6.0,1.584893192461114e-06,365.0,5.9965858562732,1.19627032009569e-06,1.31068658999367e-06,0.0999961992833866,0.1,2.62095007179794e-12,0.000246469999999882,6.41462856186349e-05,2.74206600006332e-07,0.0,0.0,0.0,0.0,1.2101976268473037e-06,1.3099433055339941e-06,0.09999620248086077,0.10000000319754354,2.5916585150937345e-12,0.0002464700284436643,2.9292529539603004e-14,1.3181133308765517e-08,2.3876153241056716e-12,9.682041090117277e-18,3.6049783817004265e-24,7.411434567039647e-10,3.54377669972578e-06,0.000148654128564503,1.72063399085368e-07,1.67203042515609e-06,2.62668900041083e-07,7.21770495681245e-06,7.01382301493829e-05,1.1537699965249e-08
ph6p25_zn1p58489319e-06,6.25,1.584893192461114e-06,365.0,6.24687671070132,6.55587736821231e-07,1.02735191815473e-06,0.0999973054729641,0.1,4.69194239238048e-13,0.000246470000000065,5.17077480418284e-05,5.57541271845267e-07,0.0,0.0,0.0,0.0,6.800884428034209e-07,1.0263129052588502e-06,0.09999730867046004,0.10000000319754354,4.599437194490856e-13,0.00024647002843883494,9.250705383491826e-15,2.3455435389998043e-08,5.923436113746143e-12,4.274319681138669e-17,2.8320001148097423e-23,1.0332862466788416e-09,3.54031962943487e-06,0.000156341874454184,2.09997291161446e-07,1.36732335099976e-06,5.32899164803308e-07,9.2735610256228e-06,6.03815242794582e-05,2.46421070419589e-08
ph6p50_zn1p58489319e-06,6.5,1.584893192461114e-06,365.0,6.49716549436064,3.39238554834835e-07,6.63571571615934e-07,0.0999983470624915,0.1,8.45491269755885e-14,0.000246470000000232,4.05629148616112e-05,9.21321618384064e-07,0.0,0.0,0.0,0.0,3.82187563061947e-07,6.623729204759153e-07,0.09999835026000602,0.10000000319754354,8.16277231089224e-14,0.00024647002843742184,2.9214393855642534e-15,4.173804914154206e-08,1.2105270573540411e-11,1.5543771954772618e-16,1.8326141953005155e-22,1.186676923868884e-09,3.42657568916085e-06,0.000162240402480191,2.44061411869926e-07,1.10210130488891e-06,8.77801032656186e-07,1.15557411502354e-05,5.21819377372117e-05,4.35205857278777e-08
ph6p75_zn1p58489319e-06,6.75,1.584893192461114e-06,365.0,6.74742797957015,1.39386572860169e-07,3.45174584820833e-07,0.0999991791790722,0.1,1.54120925273342e-14,0.000246470000000254,3.07943349835043e-05,1.23971860517299e-06,0.0,0.0,0.0,0.0,2.1478997864179568e-07,3.4405795578389434e-07,0.09999918237660127,0.10000000319754354,1.4489375895721788e-14,0.00024647002843694495,9.227234868527137e-16,7.42667668899272e-08,1.9908057087802306e-11,4.548551794503686e-16,9.542230680660122e-22,1.0967919521456138e-09,3.29715088353641e-06,0.000166555986572336,2.77056807804317e-07,8.98894647792378e-07,1.17743709994425e-06,1.39955590735856e-05,4.54077748222748e-05,6.22815052287395e-08
ph7p00_zn1p58489319e-06,7.0,1.584893192461114e-06,365.0,6.99773008339733,-1.23573267889383e-08,1.49842097870845e-07,0.099999717436891,0.1,2.86262655182107e-15,0.000246470000000291,2.2374571114067e-05,1.43505108863441e-06,0.0,0.0,0.0,0.0,1.207012830487166e-07,1.489697628807426e-07,0.09999972063442991,0.10000000319754354,2.5712428862684187e-15,0.0002464700284368202,2.913850098281173e-16,1.321589461460657e-07,2.7296048803395892e-11,1.1098035057466612e-15,4.1430940737612825e-21,8.450706049587169e-10,3.21962402560634e-06,0.000169552564492842,3.13584459714315e-07,7.57278739205921e-07,1.36005221450298e-06,1.65140553406649e-05,3.98799832638747e-05,7.49988741314322e-08
ph7p25_zn1p58489319e-06,7.25,1.584893192461114e-06,365.0,7.24814498233954,-1.68076919204201e-07,5.81075290148352e-08,0.100000054425694,0.1,5.47898142355103e-16,0.000246470000000131,1.50851133822191e-05,1.52678565865003e-06,0.0,0.0,0.0,0.0,6.781050669686255e-08,5.749362638849973e-08,0.10000005762323896,0.10000000319754354,4.5593026956482e-16,0.00024647002843661026,9.196814359998102e-17,2.352401620717179e-07,3.337729570274805e-11,2.41552956000472e-15,1.6051143239546888e-20,5.805364083160941e-10,3.19221051455052e-06,0.000171518517085972,3.54672909243724e-07,6.58195649541869e-07,1.44546036577324e-06,1.9056691647643e-05,3.5365067948214e-05,8.13252928767867e-08
ph7p50_zn1p58489319e-06,7.5,1.584893192461114e-06,365.0,7.49869033046106,-3.81216920827845e-07,2.1346444062958e-08,0.100000340291449,0.1,1.09782226604839e-16,0.000246470000000048,8.63359887039685e-06,1.56354674297418e-06,0.0,0.0,0.0,0.0,3.808479892929597e-08,2.0931600869863466e-08,0.10000034348899862,0.10000000319754354,8.077233925907084e-17,0.00024647002843651377,2.9009944249194866e-17,4.188484144829002e-07,3.852338104791706e-11,4.9639914246965435e-15,5.873137411814578e-20,3.7632011389532764e-10,3.18825688313198e-06,0.000172707037217461,3.98915757565835e-07,5.83747988990848e-07,1.47961880942346e-06,2.16091617209292e-05,3.16214751028753e-05,8.39279335507146e-08
ph7p75_zn1p58489319e-06,7.75,1.584893192461114e-06,365.0,7.74933431770341,-7.24874379350139e-07,7.70594346915251e-09,0.100000710739901,0.1,2.34464226503942e-17,0.000246470000000014,2.73548795473875e-06,1.57718724448612e-06,0.0,0.0,0.0,0.0,2.138492515340339e-08,7.424862904483809e-09,0.10000071393745726,0.10000000319754354,1.429984383473029e-17,0.0002464700284364739,9.146591501037813e-18,7.459350021190066e-07,4.334090367946237e-11,9.94600608398975e-15,2.0957150217179452e-19,2.3773173230253444e-10,3.18958806801813e-06,0.00017330462745553,4.45364791661913e-07,5.23303081772312e-07,1.49228349767982e-06,2.41986669320838e-05,2.84334038411982e-05,8.49037468062962e-08
ph8p00_zn1p58489319e-06,8.0,1.584893192461114e-06,365.0,8.00000083544757,-1.31675686361846e-06,2.80569255362658e-09,0.100001311163793,0.1,5.41478034863243e-18,0.000246470000000004,-2.8793346182726e-06,1.58208749704243e-06,0.0,0.0,0.0,0.0,1.2007188197565224e-08,2.608616844469343e-09,0.10000131436136027,0.10000000319754354,2.531237166019059e-18,0.0002464700284364626,2.883546224082815e-18,1.3285188819639771e-06,4.830055389020074e-11,1.9741022971628944e-14,7.408330959244226e-19,1.4875619216073638e-10,3.18828930649352e-06,0.000173423482866425,4.94418437639853e-07,4.70999845221373e-07,1.49683184984799e-06,2.68933459968163e-05,2.56195174680047e-05,8.52556471944334e-08
ph5p00_zn6p30957344e-06,5.0,6.30957344480193e-06,365.0,4.99635930446268,1.2106637535087e-05,6.28499301597393e-06,0.0999754253397139,0.1,2.59870618360556e-09,0.000246469999999953,0.000127147168342706,2.45804240261093e-08,0.0,0.0,0.0,0.0,1.2108315416640956e-05,6.284638561706417e-06,0.099975428536814,0.10000000319754354,2.5957745473341237e-09,0.00024647002916949743,2.9323499773639894e-12,1.3174319010738242e-09,1.1442807988482683e-13,4.6377885282251346e-20,1.7259420263106072e-27,3.5538525338115657e-10,2.45002425513596e-06,9.84113719380784e-05,4.38912087923966e-08,3.13302025948314e-06,2.35882878623748e-08,1.76300053546774e-06,0.000125845620251509,9.92136163734437e-10
ph5p25_zn6p30957344e-06,5.25,6.30957344480193e-06,365.0,5.24622411124125,6.80815355673253e-06,6.24284942557151e-06,0.0999807675300402,0.1,4.62960110724836e-10,0.000246469999999918,0.000109454009877718,6.67240144284836e-08,0.0,0.0,0.0,0.0,6.811125873812251e-06,6.2422225917046175e-06,0.09998077072723535,0.10000000319754354,4.620323811932919e-10,0.00024647002866834487,9.27867805725842e-13,2.342032698455877e-09,3.591875384476358e-13,2.5880005618590675e-19,1.7121600076918398e-26,6.275137025771984e-10,2.8111139135071e-06,0.000113731629566945,6.68368856652132e-08,2.70857372568397e-06,6.40121666803247e-08,2.70407680248121e-06,0.000109583073854609,2.71184774815895e-09
ph5p50_zn6p30957344e-06,5.5,6.30957344480193e-06,365.0,5.49628142924303,3.82440694044155e-06,6.13360122782823e-06,0.099983947096233,0.1,8.24230121878288e-11,0.000246469999999863,9.28028618859909e-05,1.75972212171738e-07,0.0,0.0,0.0,0.0,3.829671891670747e-06,6.132504708189121e-06,0.09998395029348671,0.10000000319754354,8.212969876266085e-11,0.0002464700285096555,2.9334002857721915e-13,4.1653377719801e-09,1.1161811698233735e-12,1.4303260851256013e-18,1.6829538738920978e-25,1.0964258606007902e-09,3.0896853391693e-06,0.000127386398862044,9.52085331011413e-08,2.29695563757191e-06,1.68689440972601e-07,3.92540690799586e-06,9.47024939016878e-05,7.28277119913663e-09
ph5p75_zn6p30957344e-06,5.75,6.30957344480193e-06,365.0,5.74649239176305,2.14325172073138e-06,5.87115996713281e-06,0.0999861449797383,0.1,1.46763374083957e-11,0.000246469999999716,7.73262937095739e-05,4.3841347286719e-07,0.0,0.0,0.0,0.0,2.152536669115716e-06,5.869290594398159e-06,0.0999861481770313,0.10000000319754354,1.4583670380121576e-11,0.00024647002845933926,9.267211998883635e-14,7.4107315774756385e-09,3.3814633024244634e-12,7.70931668865652e-18,1.6138519190998457e-24,1.8669735817927436e-09,3.21989287797281e-06,0.000139111099967689,1.25985369385528e-07,1.88522291724955e-06,4.19438188675434e-07,5.44302682760314e-06,8.14484964621801e-05,1.89752841917557e-08
ph6p00_zn6p30957344e-06,6.0,6.30957344480193e-06,365.0,5.99684218495834,1.19326113740542e-06,5.33008985280162e-06,0.0999881785052563,0.1,2.61637653138545e-12,0.000246469999999881,6.29071502904131e-05,9.79483587198379e-07,0.0,0.0,0.0,0.0,1.2094855153969805e-06,5.327065312322761e-06,0.0999881817025872,0.10000000319754354,2.587119215972652e-12,0.00024647002844365297,2.925828661528096e-14,1.3188963468951046e-08,9.720919860878702e-12,3.944283438329149e-17,1.469484662811012e-23,3.0157186094050183e-09,3.10783983767514e-06,0.000148859258138816,1.51733513288085e-07,1.45826254835322e-06,9.32703524718338e-07,7.26772916393997e-06,6.98478340064863e-05,4.6780062480041e-08
ph6p25_zn6p30957344e-06,6.25,6.30957344480193e-06,365.0,6.24725473819393,6.51485822261665e-07,4.45471116016579e-06,0.099990474208081,0.1,4.67985634755944e-13,0.000246470000000068,4.94273575783851e-05,1.85486227983286e-06,0.0,0.0,0.0,0.0,6.794976628034963e-07,4.450201882066989e-06,0.09999047740545156,0.10000000319754354,4.587511201406618e-13,0.00024647002843883494,9.234699748878956e-15,2.3475933902543562e-08,2.5729140164454924e-11,1.8582244897984568e-16,1.2322721339579932e-22,4.484311498788896e-09,2.70624819407395e-06,0.000156696337187651,1.62410234736423e-07,1.03305116294742e-06,1.74882984464843e-06,9.40382665686914e-06,5.98154055868761e-05,1.06032435184422e-07
ph6p50_zn6p30957344e-06,6.5,6.30957344480193e-06,365.0,6.4976432862447,3.33810117770271e-07,3.37931327440054e-06,0.09999294220581,0.1,8.4274730765998e-14,0.000246470000000233,3.70195601224888e-05,2.9302601651677e-06,0.0,0.0,0.0,0.0,3.8176774627336044e-07,3.3732021875718876e-06,0.0999929454032271,0.10000000319754354,8.13597266024348e-14,0.00024647002843742184,2.915039571120914e-15,4.178409586880039e-08,6.178262983546686e-11,7.941953784832302e-16,9.373959451041736e-22,6.04989521774544e-09,2.11739536611532e-06,0.000162707059963271,1.539483232286e-07,6.67158357486519e-07,2.7120373917472e-06,1.18298544816732e-05,5.12664647350718e-05,2.182227734205e-07
ph6p75_zn6p30957344e-06,6.75,6.30957344480193e-06,365.0,6.74799653042044,1.32487594011546e-07,2.32230979636097e-06,0.099995253611893,0.1,1.53530157191639e-14,0.000246470000000255,2.5919153136205e-05,3.98726363675421e-06,0.0,0.0,0.0,0.0,2.1450914425237042e-07,2.314787178299977e-06,0.09999525680934983,0.10000000319754354,1.4432706970700886e-14,0.00024647002843694495,9.203155782859008e-16,7.436418949097117e-08,1.3428975916617405e-10,3.0722505382444477e-15,6.4536341877360114e-21,7.388744311227105e-09,1.53341325584085e-06,0.000167011762418688,1.32981282466876e-07,4.05067954416477e-07,3.57907694635206e-06,1.44836613816408e-05,4.41179914826503e-05,4.08186690402151e-07
ph7p00_zn6p30957344e-06,7.0,6.30957344480193e-06,365.0,6.99832371124007,-2.03578748800025e-08,1.4227263422044e-06,0.0999971994066148,0.1,2.85132421437348e-15,0.000246470000000291,1.62060161267261e-05,4.88684709008457e-06,0.0,0.0,0.0,0.0,1.205364736253656e-07,1.4144320229969733e-06,0.09999720260410709,0.10000000319754354,2.560735041234055e-15,0.0002464700284368202,2.905905122748115e-16,1.3233986790906374e-07,2.5987790418874707e-10,1.0580589851999048e-14,3.955339378522252e-20,8.034697434070228e-09,1.09149861421136e-06,0.000169821780263759,1.11054555571174e-07,2.45759308341394e-07,4.2022269609061e-06,1.7278521557277e-05,3.82366800213174e-05,6.84620129178473e-07
ph7p25_zn6p30957344e-06,7.25,6.30957344480193e-06,365.0,7.24861920779672,-1.76112214130673e-07,7.48811855775229e-07,0.0999986948420199,0.1,5.46207949148184e-16,0.000246470000000131,7.82640537551385e-06,5.5607615750459e-06,0.0,0.0,0.0,0.0,6.773652062595548e-08,7.408916692793671e-07,0.09999869803954077,0.10000000319754354,4.544405352581713e-16,0.00024647002843661026,9.176768388959788e-17,2.354973189685175e-07,4.3105602382341445e-10,3.1229819451895566e-14,2.0774862035094478e-19,7.489246544509647e-09,8.25324888976314e-07,0.000171446393057967,9.69005571279453e-08,1.61036227294295e-07,4.56727776571117e-06,2.01293469135122e-05,3.34523781939056e-05,9.93483809334724e-07
ph7p50_zn6p30957344e-06,7.5,6.30957344480193e-06,365.0,7.49895478819567,-3.88150257263544e-07,3.34443902795501e-07,0.0999997278792494,0.1,1.09599630517009e-16,0.000246470000000048,6.50561356368134e-07,5.97512952675476e-06,0.0,0.0,0.0,0.0,3.806161952617664e-08,3.279401249562357e-07,0.09999973107678814,0.10000000319754354,8.062502794177251e-17,0.00024647002843651377,2.8974659386746384e-17,4.1910366224419355e-07,6.042894684719174e-10,7.791413489795085e-14,9.224019789273139e-19,5.899480179796151e-09,6.94790684391669e-07,0.000172236242152037,9.26896747940242e-08,1.19309930459692e-07,4.74374914946668e-06,2.29774544090157e-05,2.95765250364729e-05,1.23138037728808e-06
ph7p75_zn6p30957344e-06,7.75,6.30957344480193e-06,365.0,7.74943787612169,-7.30331271446566e-07,1.32927139972666e-07,0.100000468234202,0.1,2.34318464443663e-17,0.000246470000000014,-5.61604590871072e-06,6.17664628890633e-06,0.0,0.0,0.0,0.0,2.1379827531979335e-08,1.280772243490076e-07,0.10000047143175458,0.10000000319754354,1.428962564611369e-17,0.0002464700284364739,9.142233475949596e-18,7.461129756302813e-07,7.479772524644695e-10,1.7168911553609302e-13,3.618511650547246e-18,4.1017962239541534e-09,6.39802904549824e-07,0.000172454829260715,9.58075653570023e-08,9.78796905880008e-08,4.81704927863733e-06,2.58243237248343e-05,2.63828519797989e-05,1.359597010269e-06
ph8p00_zn6p30957344e-06,8.0,6.30957344480193e-06,365.0,8.00003278282673,-1.32102131973548e-06,5.04256927301396e-08,0.100001220903491,0.1,5.41379844057307e-18,0.000246470000000004,-1.13730157695783e-05,6.25914773655086e-06,0.0,0.0,0.0,0.0,1.2006305178702155e-08,4.68834193733266e-08,0.10000122410105726,0.10000000319754354,2.5306791178970644e-18,0.0002464700284364626,2.883122363607531e-18,1.3286166673482077e-06,8.682102981167616e-10,3.5487421404872857e-13,1.3318556795932992e-17,2.6737201427907473e-09,6.17783148793463e-07,0.000172224435778084,1.03089975573745e-07,8.48116781037934e-08,4.84485463673177e-06,2.87392314180479e-05,2.36436416824904e-05,1.41429309981909e-06
ph5p00_zn2p51188643e-05,5.0,2.5118864315095822e-05,365.0,4.99638124849684,1.21050567401372e-05,2.50221612079007e-05,0.0999379544942832,0.1,2.59852543001786e-09,0.000246469999999952,0.000127023864980068,9.67030920992588e-08,0.0,0.0,0.0,0.0,1.2107794907792785e-05,2.5020749533690618e-05,0.09993795769070342,0.10000000319754354,2.595593943220594e-09,0.00024647002916945785,2.932200456039456e-12,1.3175208438617616e-09,4.555881541303574e-13,1.8466362672879186e-19,6.872919158034427e-27,1.4149006091037661e-09,2.42016163224474e-06,9.84203539119772e-05,4.33644740377812e-08,3.09424456805417e-06,9.27533380103382e-08,1.76349662996462e-06,0.000125833184608115,3.94975408892066e-09
ph5p25_zn2p51188643e-05,5.25,2.5118864315095822e-05,365.0,5.24629116419195,6.80527871764723e-06,2.48615186046926e-05,0.0999435385009745,0.1,4.62783548960871e-10,0.000246469999999918,0.000109120806732994,2.57345695307339e-07,0.0,0.0,0.0,0.0,6.810125372150172e-06,2.4859021526960495e-05,0.09994354169749702,0.10000000319754354,4.618560597026514e-10,0.00024647002866828236,9.276274821297994e-13,2.342433854075846e-09,1.4307910418986868e-12,1.031086209084638e-18,6.822829841498912e-26,2.4993076563609682e-09,2.72032906864183e-06,0.000113772166926661,6.47320610109893e-08,2.61892720473586e-06,2.46548358196194e-07,2.70728528268263e-06,0.000109531242567259,1.0797337111145e-08
ph5p50_zn2p51188643e-05,5.5,2.5118864315095822e-05,365.0,5.49644957211072,3.81966467594019e-06,2.4472396996204e-05,0.099947286691927,0.1,8.23340477141772e-11,0.000246469999999862,9.19773789177225e-05,6.4646730379602e-07,0.0,0.0,0.0,0.0,3.828217723802929e-06,2.4468019987967665e-05,0.09994728988851592,0.10000000319754354,8.20409469492587e-11,0.00024647002850960434,2.931273408598417e-13,4.167020020759144e-09,4.456648034701006e-12,5.713277599067017e-18,6.725317839140868e-25,4.376160601517346e-09,2.83973738706881e-06,0.000127507749798629,8.77353147469369e-08,2.1056292132232e-06,6.17437036304003e-07,3.93942503744182e-06,9.4545377360484e-05,2.90302674920173e-08
ph5p75_zn2p51188643e-05,5.75,2.5118864315095822e-05,365.0,5.74680492186413,2.13602902284645e-06,2.36656723377022e-05,0.0999505839346504,0.1,1.46458917669025e-11,0.000246469999999714,7.55496353237908e-05,1.45319196229783e-06,0.0,0.0,0.0,0.0,2.1510036081118894e-06,2.365813156751818e-05,0.09995058713130062,0.10000000319754354,1.4553353610146247e-11,0.0002464700284593052,9.254323833656253e-14,7.416186098125989e-09,1.364902689500398e-11,3.114107895774088e-17,6.524023504227364e-24,7.530622573469378e-09,2.63645848971839e-06,0.000139390339348629,1.03854273645918e-07,1.53326591173522e-06,1.37696067836346e-06,5.49080613414406e-06,8.10642217821434e-05,7.62312839343669e-08
ph6p00_zn2p51188643e-05,6.0,2.5118864315095822e-05,365.0,5.99724251408037,1.18242633414171e-06,2.2373080831744e-05,0.0999541268720358,0.1,2.60937197767512e-12,0.000246469999999881,5.98223905289205e-05,2.74578346825599e-06,0.0,0.0,0.0,0.0,1.2083794230594555e-06,2.2360373530039676e-05,0.09995413006874913,0.10000000319754354,2.580167220046833e-12,0.00024647002844364164,2.9205726329562416e-14,1.3201330495153405e-08,4.087682384505925e-11,1.6601453203493658e-16,6.191045539273044e-23,1.2669752969126699e-08,2.04941793270372e-06,0.000149323849937037,1.01439160617723e-07,9.48539442091927e-07,2.55114288866193e-06,7.39101857050496e-06,6.91120922862073e-05,1.94640579594066e-07
ph6p25_zn2p51188643e-05,6.25,2.5118864315095822e-05,365.0,6.24767278991016,6.34125140989921e-07,2.08252865858084e-05,0.0999577718779648,0.1,4.66678171128935e-13,0.000246470000000067,4.51665815018598e-05,4.29357771417653e-06,0.0,0.0,0.0,0.0,6.788483635276469e-07,2.0804186014815008e-05,0.09995777507474411,0.10000000319754354,4.574610145124206e-13,0.00024647002843882914,9.217341251510093e-15,2.349889124659846e-08,1.205067448925636e-10,8.711839767520844e-16,5.783039761918792e-22,2.0983183040365708e-08,1.28544186920013e-06,0.000157189857790952,7.88544994593684e-08,4.80041054447553e-07,3.80620201330657e-06,9.64269785700302e-06,5.87016705180512e-05,4.87375700869961e-07
ph6p50_zn2p51188643e-05,6.5,2.5118864315095822e-05,365.0,6.49819030700408,3.0435760387124e-07,1.91865067582523e-05,0.0999613817360687,0.1,8.39662688465462e-14,0.000246470000000233,3.1752033954024e-05,5.93235754171245e-06,0.0,0.0,0.0,0.0,3.812896116833216e-07,1.9151766723999e-05,0.0999613849329138,0.10000000319754354,8.105847597101361e-14,0.00024647002843741604,2.9078281579371336e-15,4.183735746328539e-08,3.5164674638230064e-10,4.5260764909649625e-15,5.349137114031948e-21,3.439128040397679e-08,6.68890108166386e-07,0.000162857502740043,5.0166841100277e-08,2.0431147957993e-07,4.72717100973304e-06,1.22143329121185e-05,4.97445797693753e-05,1.20518653197941e-06
ph6p75_zn2p51188643e-05,6.75,2.5118864315095822e-05,365.0,6.74886983794895,8.32526335124824e-08,1.7043335767521e-05,0.0999658949279795,0.1,1.52634757840683e-14,0.000246470000000257,1.87016430066164e-05,8.07552853194276e-06,0.0,0.0,0.0,0.0,2.140794942784746e-07,1.6988015909904163e-05,0.09996589812490522,0.10000000319754354,1.4346824842864102e-14,0.00024647002843694495,9.166577325022644e-16,7.451486844225018e-08,9.894690555795076e-10,2.2682767940865662e-14,4.7745763980432477e-20,5.433296976757366e-08,3.18607169870662e-07,0.000166199957867076,2.89879883393476e-08,8.02219083577349e-08,5.22272237250687e-06,1.51214501641313e-05,4.18473877826721e-05,2.85280615943589e-06
ph7p00_zn2p51188643e-05,7.0,2.5118864315095822e-05,365.0,6.99948569994885,-9.50611137283103e-08,1.36958267635043e-05,0.0999727676692837,0.1,2.82944664742186e-15,0.00024647000000029,4.60737933698469e-06,1.1423037532606e-05,0.0,0.0,0.0,0.0,1.2021499119652304e-07,1.361576387448663e-05,0.0999727708663339,0.10000000319754354,2.540398866761344e-15,0.0002464700284368202,2.890491098444894e-16,1.3269589758097964e-07,2.5149974743399534e-09,1.0267050922559638e-13,3.8485431951297223e-19,7.75499256875898e-08,1.59060615947167e-07,0.000167008096886143,1.76273832507878e-08,3.28804270904904e-08,5.44097101274251e-06,1.8508137369906e-05,3.4523301195657e-05,5.9820665198635e-06
ph7p25_zn2p51188643e-05,7.25,2.5118864315095822e-05,365.0,7.24984673532724,-2.72460166941746e-07,9.2820166646825e-06,0.0999817616969414,0.1,5.41872288732568e-16,0.000246470000000128,-1.04914964954612e-05,1.58368476316562e-05,0.0,0.0,0.0,0.0,6.754556458822687e-08,9.183552069853106e-06,0.09998176489415549,0.10000000319754354,4.506201061642311e-16,0.00024647002843661026,9.125245048943378e-17,2.3616570191651016e-07,5.373210775135649e-09,3.9039214564759447e-13,2.6043989536318325e-18,9.309249511199145e-08,9.28924323990207e-08,0.000165370259773109,1.26392131147293e-08,1.5640139078505e-08,5.52936765451841e-06,2.250075600714e-05,2.78431062173712e-05,1.03074799771378e-05
ph7p50_zn2p51188643e-05,7.5,2.5118864315095822e-05,365.0,7.50000260514551,-4.91626079035185e-07,5.13672496727502e-06,0.0999902546968265,0.1,1.08880710875484e-16,0.000246470000000048,-2.4430890950301e-05,1.99821393286262e-05,0.0,0.0,0.0,0.0,3.796997159513138e-08,5.036575519389899e-06,0.09999025789419287,0.10000000319754354,8.004522078142513e-17,0.00024647002843651377,2.8835546543582e-17,4.201178480585359e-07,9.325569849547828e-09,1.2053040271352062e-12,1.430388840004785e-17,9.082354876607311e-08,6.55920314632953e-08,0.000162279586296919,1.08670609276249e-08,9.06963978434534e-09,5.56501070693656e-06,2.68859206283633e-05,2.24389664278318e-05,1.44171286216897e-05
ph7p75_zn2p51188643e-05,7.75,2.5118864315095822e-05,365.0,7.75009341038701,-8.261814236294e-07,2.37687580719687e-06,0.0999960917898827,0.1,2.33399161537148e-17,0.000246470000000014,-3.53916901673996e-05,2.27419884887662e-05,0.0,0.0,0.0,0.0,2.1347599313004143e-08,2.290008828814454e-06,0.09999609498735594,0.10000000319754354,1.4225199817102714e-17,0.0002464700284364739,9.114728965895271e-18,7.472414968013479e-07,1.3414111675399911e-08,3.0837050259098946e-12,6.509058900495991e-17,7.345021606506702e-08,5.41508581934694e-08,0.000159073004210266,1.06263047139489e-08,6.32162019144846e-09,5.57944065603321e-06,3.12157234633627e-05,1.85703264692519e-05,1.7162547832733e-05
ph8p00_zn2p51188643e-05,8.0,2.5118864315095822e-05,365.0,8.00031047720718,-1.40364672361638e-06,9.84304517398029e-07,0.0999994414991879,0.1,5.4052803194794e-18,0.000246470000000004,-4.35552890856475e-05,2.41345597784952e-05,0.0,0.0,0.0,0.0,1.1998634832106954e-08,9.15108566315108e-07,0.09999944469672203,0.10000000319754354,2.525838949255609e-18,0.0002464700284364626,2.8794444064872324e-18,1.3294675271204663e-06,1.6968073731434566e-08,6.940010875253654e-12,2.606283315306003e-16,5.2221130151370317e-08,4.92862946517261e-08,0.000156323337849581,1.11237723885864e-08,5.00265117584327e-09,5.58512672098682e-06,3.52817196286503e-05,1.58671114427108e-05,1.85494330575084e-05
ph5p00_zn1e-04,5.0,0.0001,365.0,4.99645792105148,1.20990604515891e-05,9.96322409167626e-05,0.0997887470175496,0.1,2.59799747687556e-09,0.000246469999999952,0.000126562205452469,3.67759083237618e-07,0.0,0.0,0.0,0.0,1.2106020748778969e-05,9.962661785871212e-05,0.09978875021126829,0.10000000319754354,2.5950664409523083e-09,0.00024647002916934423,2.931749444339303e-12,1.3178425412621341e-09,1.8142827619239925e-12,7.355717871721767e-19,2.7387465493883485e-26,5.633992847151049e-09,2.30812558171092e-06,9.8452326357761e-05,4.13854210372657e-08,2.94897756276436e-06,3.5203544996904e-07,1.76528132225919e-06,0.000125787653716239,1.57236332685781e-08
ph5p25_zn1e-04,5.25,0.0001,365.0,5.24648239000688,6.79500931718529e-06,9.90881901553218e-05,0.0997951109641905,0.1,4.62323031811063e-10,0.000246469999999918,0.000107982843629007,9.11809844678111e-07,0.0,0.0,0.0,0.0,6.807330639508255e-06,9.907823289848773e-05,0.09979511415802492,0.10000000319754354,4.6139617520267047e-10,0.00024647002866812364,9.269947011699347e-13,2.3436230850672107e-09,5.706338241571995e-12,4.114355415636577e-18,2.724283898443392e-25,9.964238062614411e-09,2.41022638088387e-06,0.000113904455149594,5.7511601477641e-08,2.31398312432832e-06,8.68815588629166e-07,2.71793043330065e-06,0.000109356112384135,4.29942560489446e-08
ph5p50_zn1e-04,5.5,0.0001,365.0,5.49676763037131,3.80378178259181e-06,9.80261351917645e-05,0.0998002187329761,0.1,8.21799687298367e-11,0.000246469999999862,8.96660998132076e-05,1.97386480823501e-06,0.0,0.0,0.0,0.0,3.825528286428913e-06,9.800859042961633e-05,0.09980022192690381,0.10000000319754354,8.188723944569234e-11,0.00024647002850950784,2.9275581249210726e-13,4.170350772039895e-09,1.7873732797542787e-11,2.293212498414101e-17,2.7019592890092023e-24,1.7539455593497853e-08,2.1459370471683e-06,0.0001278237506657,6.67757072944246e-08,1.5798484749627e-06,1.85797772283198e-06,3.97752644787397e-06,9.41044183016483e-05,1.15887085403028e-07
