sim,specified_pH,input_Zn_mol_L,time_days,pH,TOT-H+,TOT-Zn++,TOT-Na+,TOT-NO3-,TOT-Fe+++,TOT-O2(aq),SURF-H+,SURF-Zn++,SURF-Na+,SURF-NO3-,SURF-Fe+++,SURF-O2(aq),H+,Zn++,Na+,NO3-,Fe+++,O2(aq),Fe++,OH-,Zn(OH)2(aq),Zn(OH)3-,Zn(OH)4--,ZnOH+,>FeOH_str,>FeOH_weak,>FeO-_str,>FeOH2+_str,>FeOHZn+_str,>FeO-_w,>FeOH2+_w,>FeOHZn+_w
ph5p75_zn1e-04,5.75,0.0001,365.0,5.74712520475322,2.11122311588629e-06,9.64939993575944e-05,0.099804973480353,0.1,1.46182369967143e-11,0.000246469999999715,7.19883162458477e-05,3.50600064240616e-06,0.0,0.0,0.0,0.0,2.1494808174353856e-06,9.646323239182085e-05,0.09980497667436562,0.10000000319754354,1.4525817254487068e-11,0.00024647002845927675,9.242481460005972e-14,7.422147019466378e-09,5.572243162896263e-11,1.272377439960685e-16,2.668124983605094e-23,3.0723636664071555e-08,1.51982283065079e-06,0.000139864285046413,6.06692061121979e-08,8.72203034951974e-07,3.19784428191122e-06,5.58318704452788e-06,8.02659701039419e-05,3.08156360494943e-07
ph6p00_zn1e-04,6.0,0.0001,365.0,5.99751813059805,1.14037402212536e-06,9.48086291903456e-05,0.0998093140932472,0.1,2.60524871473762e-12,0.000246469999999882,5.5587192783414e-05,5.19137080965425e-06,0.0,0.0,0.0,0.0,1.2076479556491513e-06,9.475475168367716e-05,0.0998093172873393,0.10000000319754354,2.57607536067773e-12,0.0002464700284436303,2.9174321288743875e-14,1.3210577663553935e-08,1.7340327149422883e-10,7.047503916160806e-16,2.6303673290111494e-22,5.3716305425664156e-08,8.44983370466476e-07,0.000149674483025893,4.26162911794897e-08,3.83813856864186e-07,4.379125905589e-06,7.54875370847773e-06,6.79861197358613e-05,8.12244904065244e-07
ph6p25_zn1e-04,6.25,0.0001,365.0,6.24814991931305,5.5992955187793e-07,9.27970464781634e-05,0.0998139272748199,0.1,4.65297912895581e-13,0.000246470000000068,4.01132455412312e-05,7.20295352183674e-06,0.0,0.0,0.0,0.0,6.781225808389569e-07,9.270292984495653e-05,0.09981393046899496,0.10000000319754354,4.560992197838266e-13,0.0002464700284388236,9.198877220295649e-15,2.3526254790258172e-08,5.380417081437423e-10,3.894258975663151e-15,2.588422888305188e-21,9.359056320726376e-08,3.95056980497094e-07,0.000156938860182507,2.48823098841304e-08,1.4369073383911e-07,5.0869094122011e-06,9.88465346796669e-06,5.70820441070796e-05,2.11604410963564e-06
ph6p50_zn1e-04,6.5,0.0001,365.0,6.49904211712727,1.7500744956613e-07,8.92878654103317e-05,0.0998213471690082,0.1,8.3504550690152e-14,0.000246470000000233,2.34225077364857e-05,1.07121345896681e-05,0.0,0.0,0.0,0.0,3.805532090693847e-07,8.912589599821173e-05,0.09982135036331756,0.10000000319754354,8.060760036388504e-14,0.00024647002843741604,2.8969854212925445e-15,4.192215480766401e-08,1.6425377060410523e-09,2.1184332883450443e-14,2.5090718562592652e-20,1.603384303669032e-07,1.72504240994637e-07,0.00016119482097611,1.36075247367682e-08,5.00980011023752e-08,5.41432967174884e-06,1.2715412104909e-05,4.68135639546972e-05,5.29780491791929e-06
ph6p75_zn1e-04,6.75,0.0001,365.0,6.74983396754501,-1.34112824465492e-07,8.24588292795421e-05,0.0998353200279203,0.1,1.5168409300428e-14,0.000246470000000259,2.20977263604284e-06,1.75411707204576e-05,0.0,0.0,0.0,0.0,2.1361037056853083e-07,8.219060953421967e-05,0.09983532322248413,0.10000000319754354,1.425566023758349e-14,0.00024647002843694495,9.12755813227593e-16,7.468488792109013e-08,4.807576513557017e-09,1.1046235842384164e-13,2.3307523230795824e-19,2.6342285121952874e-07,7.81333472632267e-08,0.000161346864653701,7.97548949258989e-09,1.75353924539309e-08,5.54689520986311e-06,1.64695391777056e-05,3.62109226312447e-05,1.19942755105945e-05
ph7p00_zn1e-04,7.0,0.0001,365.0,7.00039046113938,-4.44553611030508e-07,7.14215207950539e-05,0.0998576975944207,0.1,2.81309547808882e-15,0.000246470000000289,-2.51924817630345e-05,2.85784792043274e-05,0.0,0.0,0.0,0.0,1.1996757930831474e-07,7.1003157312567e-05,0.09985770078938837,0.10000000319754354,2.525205388327035e-15,0.0002464700284368202,2.8789141150611293e-16,1.3297954644985802e-07,1.3167670631728268e-08,5.387017800097375e-13,2.0238263959595755e-18,4.052047783730307e-07,3.97395132923039e-08,0.00015576771379554,5.59849031440348e-09,6.46210683365884e-09,5.59873932859129e-06,2.19445072377739e-05,2.53296410625475e-05,2.29797398757361e-05
ph7p25_zn1e-04,7.25,0.0001,365.0,7.25086766092963,-8.16515923696685e-07,5.77063257904767e-05,0.0998854877830472,0.1,5.38383016142964e-16,0.000246470000000128,-5.62458398581555e-05,4.22936742066198e-05,0.0,0.0,0.0,0.0,6.73882663374186e-08,5.709272308181798e-05,0.099885490978518,0.10000000319754354,4.475472224497059e-16,0.00024647002843661026,9.083605994124879e-17,2.3673180665933083e-07,3.3557082738979946e-08,2.443962123890926e-12,1.6344807544555306e-17,5.800510522695306e-07,2.30554309949319e-08,0.000143673811612402,4.78396711381403e-09,2.54541314303692e-09,5.62015462785965e-06,2.98120989405956e-05,1.58621718430307e-05,3.66735195787602e-05
ph7p50_zn1e-04,7.5,0.0001,365.0,7.50136317978816,-1.32014283994534e-06,4.37881352800751e-05,0.0999138157014597,0.1,1.07967880730665e-16,0.000246470000000047,-8.6905438081158e-05,5.62118647139235e-05,0.0,0.0,0.0,0.0,3.7851781319631046e-08,4.293159934840804e-05,0.09991381889744469,0.10000000319754354,7.930959674920961e-17,0.00024647002843651377,2.865833997124472e-17,4.214505542307357e-07,7.998149444063053e-08,1.0370240859536097e-11,1.234675386754498e-16,7.765502318598959e-07,1.47312524507567e-08,0.000126391628792552,4.64684058339833e-09,1.06984669118473e-09,5.63009149938617e-06,3.98690981705221e-05,9.17910179717979e-06,5.05817732145373e-05
ph7p75_zn1e-04,7.75,0.0001,365.0,7.75189194805706,-2.05826876964388e-06,3.1344360783716e-05,0.0999394301627834,0.1,2.30914879991894e-17,0.000246470000000014,-0.000114535125361728,6.86556392091837e-05,0.0,0.0,0.0,0.0,2.1259614500427696e-08,3.019360068576371e-05,0.09993943335923212,0.10000000319754354,1.4051278600538486e-17,0.0002464700284364739,9.040221897078848e-18,7.503614463786454e-07,1.7832032443061102e-07,4.116453410672145e-11,8.725712562480976e-16,9.72403197477149e-07,1.00064023821675e-08,0.000106867004102746,4.77578357631403e-09,4.80298538848676e-10,5.63527695463453e-06,5.10047131429087e-05,5.12952247540146e-06,6.30203622545492e-05
ph8p00_zn1e-04,8.0,0.0001,365.0,8.0024386430859,-3.19420833721724e-06,2.12246253002864e-05,0.0999607942269077,0.1,5.34068637139784e-18,0.000246470000000004,-0.000137794689274298,7.87753746892884e-05,0.0,0.0,0.0,0.0,1.1940072456009276e-08,1.9724112914895464e-05,0.0999607974237412,0.10000000319754354,2.489183791574724e-18,0.0002464700284364626,2.851505580681651e-18,1.3360210924705794e-06,3.6930868363614483e-07,1.5179378908348244e-10,5.728836548655509e-15,1.131055160691882e-06,7.11347679755629e-09,8.8121083344644e-05,4.99591660685068e-09,2.32032401743838e-10,5.63819801339843e-06,6.18889463293923e-05,2.8743956285877e-06,7.313717667589e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
